fpr,tpr,threshold
0.0,0.0,inf
0.0,0.01818181818181818,0.9737124
0.0,0.2909090909090909,0.778083
0.022598870056497175,0.2909090909090909,0.7332461
0.022598870056497175,0.3090909090909091,0.7285551
0.03389830508474576,0.3090909090909091,0.7138122
0.03389830508474576,0.36363636363636365,0.6704927
0.05649717514124294,0.36363636363636365,0.65618175
0.05649717514124294,0.4,0.634523
0.062146892655367235,0.4,0.6339566
0.062146892655367235,0.43636363636363634,0.62284386
0.0903954802259887,0.43636363636363634,0.5929298
0.0903954802259887,0.45454545454545453,0.59195995
0.11299435028248588,0.45454545454545453,0.5864557
0.11299435028248588,0.4727272727272727,0.5781437
0.13559322033898305,0.4727272727272727,0.54312944
0.13559322033898305,0.4909090909090909,0.5394968
0.15819209039548024,0.4909090909090909,0.49997652
0.15819209039548024,0.5272727272727272,0.4969499
0.1638418079096045,0.5272727272727272,0.48994392
0.1638418079096045,0.5636363636363636,0.48724812
0.1694915254237288,0.5636363636363636,0.48426092
0.1694915254237288,0.5818181818181818,0.47784886
0.22033898305084745,0.5818181818181818,0.42620546
0.22033898305084745,0.6,0.4164206
0.2937853107344633,0.6,0.36989918
0.2937853107344633,0.6181818181818182,0.36921898
0.3333333333333333,0.6181818181818182,0.35039082
0.3333333333333333,0.6363636363636364,0.3494831
0.3446327683615819,0.6363636363636364,0.3471293
0.3446327683615819,0.6545454545454545,0.3443787
0.3502824858757062,0.6545454545454545,0.34292695
0.3502824858757062,0.6727272727272727,0.33611614
0.3728813559322034,0.6727272727272727,0.32136247
0.3728813559322034,0.6909090909090909,0.3197776
0.4011299435028249,0.6909090909090909,0.31271774
0.4011299435028249,0.7090909090909091,0.31263143
0.423728813559322,0.7090909090909091,0.30782506
0.423728813559322,0.7272727272727273,0.30626824
0.480225988700565,0.7272727272727273,0.28284696
0.480225988700565,0.7454545454545455,0.28242746
0.536723163841808,0.7454545454545455,0.2718906
0.536723163841808,0.7636363636363637,0.2675985
0.6949152542372882,0.7636363636363637,0.23684467
0.6949152542372882,0.7818181818181819,0.23666294
0.7175141242937854,0.7818181818181819,0.23253784
0.7175141242937854,0.8,0.2317438
0.7288135593220338,0.8,0.22999996
0.7288135593220338,0.8181818181818182,0.22896348
0.7966101694915254,0.8181818181818182,0.22011627
0.7966101694915254,0.8363636363636363,0.2193403
0.807909604519774,0.8363636363636363,0.21827683
0.807909604519774,0.8545454545454545,0.21633956
0.8192090395480226,0.8545454545454545,0.21514119
0.8192090395480226,0.8727272727272727,0.21244563
0.8248587570621468,0.8727272727272727,0.21214475
0.8248587570621468,0.8909090909090909,0.21191706
0.8361581920903954,0.8909090909090909,0.20898566
0.8361581920903954,0.9272727272727272,0.207202
0.8700564971751412,0.9272727272727272,0.20437524
0.8700564971751412,0.9454545454545454,0.2043255
0.9152542372881356,0.9454545454545454,0.2009331
0.9152542372881356,0.9636363636363636,0.20086636
0.9265536723163842,0.9636363636363636,0.20002663
0.9265536723163842,0.9818181818181818,0.19482167
0.9548022598870056,0.9818181818181818,0.1858715
0.9548022598870056,1.0,0.18414992
1.0,1.0,0.13863821
