q,safe_f1,scvi_f1,gap,safe_precision,safe_recall,coverage_fusion,rare_support
0.7,0.48979591334235734,0.52173912551276,-0.03194321217040269,0.558139534753921,0.43636363628429753,0.300005,0.028283369022127053
0.75,0.5154639125092997,0.52173912551276,-0.006275213003460345,0.5952380950963718,0.4545454544628099,0.25,0.03024625267665953
0.8,0.5052631529130195,0.52173912551276,-0.01647597259974054,0.59999999985,0.43636363628429753,0.200005,0.03176302640970735
0.85,0.5052631529130195,0.52173912551276,-0.01647597259974054,0.59999999985,0.43636363628429753,0.15,0.03292291220556745
0.9,0.5360824692060794,0.52173912551276,0.014343343693319355,0.6190476189002267,0.4727272726413223,0.1,0.034261241970021415
0.95,0.5360824692060794,0.52173912551276,0.014343343693319355,0.6190476189002267,0.4727272726413223,0.05,0.03613490364025696
